identifier,source,source_id_ref,ui_active_flag,plan,email_present,pedagogical_id_exact_match,pedagogical_rows,firestore_document_verified,canonical_student_id,subscription_id,contract_start,contract_end,cancellation_evidence,operational_eligible
90035e105d8f216c,authenticated_ui_export,90035e105d8f216c,sim,Premium,True,True,23,False,,,,,NOT_EXPORTED,UNDETERMINED
c094910e9c5ca9fa,authenticated_ui_export,c094910e9c5ca9fa,sim,Diamond,True,False,0,False,,,,,NOT_EXPORTED,UNDETERMINED
e8dcb3f9c2d851a7,authenticated_ui_export,e8dcb3f9c2d851a7,sim,Diamond,True,True,55,False,,,,,NOT_EXPORTED,UNDETERMINED
a66e5ee501572ad1,authenticated_ui_export,a66e5ee501572ad1,sim,,True,False,0,False,,,,,NOT_EXPORTED,UNDETERMINED
519b31f565af5474,authenticated_ui_export,519b31f565af5474,sim,Diamond,True,True,55,False,,,,,NOT_EXPORTED,UNDETERMINED
59a91a28ade7b015,authenticated_ui_export,59a91a28ade7b015,sim,,True,False,0,False,,,,,NOT_EXPORTED,UNDETERMINED
15149cc4c543279d,authenticated_ui_export,15149cc4c543279d,sim,Diamond,True,True,55,False,,,,,NOT_EXPORTED,UNDETERMINED
56bb06521d12c45a,authenticated_ui_export,56bb06521d12c45a,sim,Diamond,True,True,46,False,,,,,NOT_EXPORTED,UNDETERMINED
8fdad843ef071d7a,authenticated_ui_export,8fdad843ef071d7a,sim,,True,False,0,False,,,,,NOT_EXPORTED,UNDETERMINED
42c9720447e345da,authenticated_ui_export,42c9720447e345da,sim,Gold,True,True,34,False,,,,,NOT_EXPORTED,UNDETERMINED
d663925e382d6676,authenticated_ui_export,d663925e382d6676,sim,Diamond,True,True,55,False,,,,,NOT_EXPORTED,UNDETERMINED
713d9f995e3db4bd,authenticated_ui_export,713d9f995e3db4bd,sim,Gold,True,True,34,False,,,,,NOT_EXPORTED,UNDETERMINED
8c63a5b0d6ca4b46,authenticated_ui_export,8c63a5b0d6ca4b46,sim,Premium,True,True,23,False,,,,,NOT_EXPORTED,UNDETERMINED
7c72df3ce36ef9a2,authenticated_ui_export,7c72df3ce36ef9a2,sim,,True,False,0,False,,,,,NOT_EXPORTED,UNDETERMINED
235d01864d4a2871,authenticated_ui_export,235d01864d4a2871,sim,Diamond,True,True,60,False,,,,,NOT_EXPORTED,UNDETERMINED
6cd0401404fad712,authenticated_ui_export,6cd0401404fad712,sim,Diamond,True,True,60,False,,,,,NOT_EXPORTED,UNDETERMINED
9d3eb4a181695695,authenticated_ui_export,9d3eb4a181695695,sim,Premium,True,True,11,False,,,,,NOT_EXPORTED,UNDETERMINED
d4b24c9eba7ef9ea,authenticated_ui_export,d4b24c9eba7ef9ea,sim,Diamond,True,True,60,False,,,,,NOT_EXPORTED,UNDETERMINED
a109a12bc7f61189,authenticated_ui_export,a109a12bc7f61189,sim,Gold,True,True,34,False,,,,,NOT_EXPORTED,UNDETERMINED
8ee6a6dfcb376ca7,authenticated_ui_export,8ee6a6dfcb376ca7,sim,Diamond,True,False,0,False,,,,,NOT_EXPORTED,UNDETERMINED
7e1816e8ac5e516a,authenticated_ui_export,7e1816e8ac5e516a,sim,Diamond,True,True,55,False,,,,,NOT_EXPORTED,UNDETERMINED
f936770f28b27aa3,authenticated_ui_export,f936770f28b27aa3,sim,Diamond,True,True,63,False,,,,,NOT_EXPORTED,UNDETERMINED
f47f2bdb6f46677e,authenticated_ui_export,f47f2bdb6f46677e,sim,,True,False,0,False,,,,,NOT_EXPORTED,UNDETERMINED
6bdfb76a29d500c3,authenticated_ui_export,6bdfb76a29d500c3,sim,,True,False,0,False,,,,,NOT_EXPORTED,UNDETERMINED
4426433d37045c90,authenticated_ui_export,4426433d37045c90,sim,Turma,True,True,23,False,,,,,NOT_EXPORTED,UNDETERMINED
9337229e5cf061f3,authenticated_ui_export,9337229e5cf061f3,sim,,True,False,0,False,,,,,NOT_EXPORTED,UNDETERMINED
b8e220d34fe4fdbd,authenticated_ui_export,b8e220d34fe4fdbd,sim,,True,False,0,False,,,,,NOT_EXPORTED,UNDETERMINED
89f9090e78586352,authenticated_ui_export,89f9090e78586352,sim,Gold,True,True,34,False,,,,,NOT_EXPORTED,UNDETERMINED
7b34cb71f3a41bde,authenticated_ui_export,7b34cb71f3a41bde,sim,Diamond,True,True,55,False,,,,,NOT_EXPORTED,UNDETERMINED
4f95125272a8a3ae,authenticated_ui_export,4f95125272a8a3ae,sim,Gold,True,True,72,False,,,,,NOT_EXPORTED,UNDETERMINED
3b1c3b5f7b1105f3,authenticated_ui_export,3b1c3b5f7b1105f3,sim,,True,False,0,False,,,,,NOT_EXPORTED,UNDETERMINED
539cedc67f46e568,authenticated_ui_export,539cedc67f46e568,sim,Diamond,True,True,58,False,,,,,NOT_EXPORTED,UNDETERMINED
9205ead34add02b8,authenticated_ui_export,9205ead34add02b8,sim,,True,False,0,False,,,,,NOT_EXPORTED,UNDETERMINED
a9bf39d21614f383,authenticated_ui_export,a9bf39d21614f383,sim,Diamond,True,True,60,False,,,,,NOT_EXPORTED,UNDETERMINED
f4f793a5994a772a,authenticated_ui_export,f4f793a5994a772a,sim,Diamond,True,True,60,False,,,,,NOT_EXPORTED,UNDETERMINED
a560b3f246fd9cda,authenticated_ui_export,a560b3f246fd9cda,sim,Gold,True,True,23,False,,,,,NOT_EXPORTED,UNDETERMINED
e0ece86382bc08b3,authenticated_ui_export,e0ece86382bc08b3,sim,,True,False,0,False,,,,,NOT_EXPORTED,UNDETERMINED
7ddabf55570d9c18,authenticated_ui_export,7ddabf55570d9c18,sim,Gold,True,True,24,False,,,,,NOT_EXPORTED,UNDETERMINED
08e053630e8efc44,authenticated_ui_export,08e053630e8efc44,sim,Diamond,True,True,59,False,,,,,NOT_EXPORTED,UNDETERMINED
